일시,기상온도,기상습도,tem_in_loc1,hum_in_loc1,tem_coil_loc1,tem_out_loc1,hum_out_loc1,cond_loc1,24뒤,48뒤
2016-04-07 12:00,16.1,71.3,16,58,14,13,55,0,0,0
2016-04-07 15:00,17,47.2,18,52,15,16,40,0,0,0
2016-04-07 18:00,13.8,69.4,17,57,15,16,53,0,0,0
2016-04-07 21:00,10.6,90.4,15,59,14,12,69,0,0,0
2016-04-08 0:00,8.8,92.3,15,62,14,11,79,0,0,0
2016-04-08 3:00,7.7,92.3,14,62,12,9,81,0,0,0
2016-04-08 6:00,6.9,92.3,14,65,10,9,79,0,0,0
2016-04-08 9:00,8.4,92.3,14,70,12,9,75,0,0,0
2016-04-08 12:00,18.2,57.2,15,72,13,12,63,0,0,0
2016-04-08 15:00,16.7,63,16,75,14,16,53,0,0,0
2016-04-08 18:00,9,92,17,69,15,14,61,0,0,0
2016-04-08 21:00,8.1,92.3,17,60,14,9,81,0,0,0
2016-04-09 0:00,7.7,92.3,16,60,14,9,82,0,0,0
2016-04-09 3:00,7.2,92.3,16,65,12,9,80,0,0,0
2016-04-09 6:00,8.4,92.3,16,66,13,9,85,0,0,0
2016-04-09 9:00,9.3,92.3,15,70,12,11,75,0,0,0
2016-04-09 12:00,12.7,92.3,16,68,14,12,72,0,0,0
2016-04-09 15:00,17.6,71.8,19,65,15,15,64,0,0,0
2016-04-09 18:00,14.1,62.6,18,60,15,13,70,0,0,0
2016-04-09 21:00,10.7,79.5,16,61,13,11,70,0,0,0
2016-04-10 0:00,9.5,92.3,16,46,12,10,79,0,0,0
2016-04-10 3:00,10.1,92.3,16,48,11,10,84,0,0,0
2016-04-10 6:00,9.7,92.3,15,56,9,11,81,0,0,0
2016-04-10 9:00,10,92.3,15,45,13,10,82,0,0,0
2016-04-10 12:00,17.2,74.6,17,41,14,12,74,0,0,1
2016-04-10 15:00,18.5,68.2,19,38,15,15,65,0,0,0
2016-04-10 18:00,9.9,92.3,19,38,16,12,74,0,0,0
2016-04-10 21:00,9.2,92.3,18,42,15,10,77,0,0,0
2016-04-11 0:00,8.3,73,16,46,10,12,46,0,0,0
2016-04-11 3:00,6,79.7,15,48,9,10,70,0,0,0
2016-04-11 6:00,4.6,92.3,15,50,10,9,64,0,0,0
2016-04-11 9:00,9.8,68,15,49,13,14,38,0,0,0
2016-04-11 12:00,14.9,40,16,46,14,15,42,0,1,0
2016-04-11 15:00,17.7,38.5,18,41,16,15,50,0,0,0
2016-04-11 18:00,14.8,51.4,19,41,16,15,44,0,0,0
2016-04-11 21:00,10.4,72.5,18,40,15,12,51,0,0,0
2016-04-12 0:00,9.5,78.7,17,44,13,10,67,0,0,0
2016-04-12 3:00,8.1,85.6,17,50,14,10,60,0,0,0
2016-04-12 6:00,7.4,84.5,17,66,13,9,63,0,0,0
2016-04-12 9:00,11.7,66.1,16,73,13,15,47,0,0,0
2016-04-12 12:00,16.2,50.9,18,78,14,16,42,1,0,0
2016-04-12 15:00,18.5,41.1,19,73,16,18,40,0,0,0
2016-04-12 18:00,14.7,54.6,19,67,16,17,44,0,0,0
2016-04-12 21:00,11.2,63.7,19,60,16,14,43,0,0,0
2016-04-13 0:00,11.5,64.4,17,62,14,13,55,0,0,0
2016-04-13 3:00,12.4,77,16,60,13,13,64,0,0,0
2016-04-13 6:00,11.4,92.3,16,60,14,12,81,0,0,0
2016-04-13 9:00,12,92.3,16,65,14,13,83,0,0,0
2016-04-13 12:00,16.9,92.3,16,62,15,17,70,0,0,0
2016-04-13 15:00,18.5,77.8,16,60,14,17,69,0,0,0
2016-04-13 18:00,18.2,74.3,17,57,15,18,60,0,0,0
2016-04-13 21:00,12.4,92.3,16,59,13,13,79,0,0,0
2016-04-14 0:00,9.6,92.3,15,58,13,10,85,0,0,1
2016-04-14 3:00,8.9,92.3,15,60,11,9,81,0,0,0
2016-04-14 6:00,8.4,92.3,14,62,10,9,82,0,0,0
2016-04-14 9:00,8.2,92.3,14,62,10,10,80,0,0,0
2016-04-14 12:00,9.8,92.3,17,55,14,11,69,0,0,0
2016-04-14 15:00,14.7,72.2,20,40,17,11,68,0,0,0
2016-04-14 18:00,15.9,69.9,20,40,15,10,77,0,0,0
2016-04-14 21:00,9,92.3,19,41,13,9,82,0,0,0
2016-04-15 0:00,6.7,92.3,16,50,12,7,84,0,1,0
2016-04-15 3:00,4.4,92.3,14,52,11.3,7,81,0,0,0
2016-04-15 6:00,4.6,92.3,15,53,9.2,7,82,0,0,0
2016-04-15 9:00,8.1,92.3,16,55,14,9,83,0,0,0
2016-04-15 12:00,19.1,45.7,18,49,15,18,38,0,0,0
2016-04-15 15:00,22.3,21.3,19,54,16,21,26,0,0,0
2016-04-15 18:00,18.1,36.8,19,58,15,13,62,0,0,0
2016-04-15 21:00,11.5,65.4,18,64,14,13,66,0,0,0
2016-04-16 0:00,8.9,84.5,17,80,14,11,68,1,0,0
2016-04-16 3:00,7.7,89.5,15,72,13,11,68,0,0,0
2016-04-16 6:00,7.3,91.3,14,68,13,10,68,0,0,0
2016-04-16 9:00,15.7,47.8,14,66,13,15,53,0,0,0
2016-04-16 12:00,18.5,54.1,16,56,15,19,40,0,0,0
2016-04-16 15:00,18.9,61.1,18,46,16,20,49,0,0,0
2016-04-16 18:00,13.6,92.3,18.4,35,15,19,56,0,0,0
2016-04-16 21:00,12.8,92.3,17,30,14,14,78,0,0,0
2016-04-17 0:00,13.9,92.3,15,38,13,15,80,0,0,0
2016-04-17 3:00,9.6,92.3,15,42,11,12,80,0,0,0
2016-04-17 6:00,9,91.1,14,48,10,11,80,0,0,0
2016-04-17 9:00,9.8,87.9,14,49,13,14,55,0,0,0
2016-04-17 12:00,12.8,70,17,37,16,16,46,0,0,0
2016-04-17 15:00,14.3,42.8,19,40,17,16,42,0,0,0
2016-04-17 18:00,13.1,31.3,18.6,48,16,16,32,0,0,0
2016-04-17 21:00,9.5,54.5,17,60,14,12,38,0,0,0
2016-04-18 0:00,8.9,58.6,15,56,13,10,48,0,0,0
2016-04-18 3:00,8.3,67.4,13,58,12,9,52,0,0,0
2016-04-18 6:00,6.2,83.5,13,61,11,8,64,0,0,0
2016-04-18 9:00,12.4,53.2,14,59,14,15,45,0,0,0
2016-04-18 12:00,16.3,51.6,17,49,16,19,27,0,0,0
2016-04-18 15:00,14.9,74.5,19,40,17,19,41,0,0,0
2016-04-18 18:00,11,86.4,17,45,17,16,54,0,0,0
2016-04-18 21:00,9.2,85.9,17,48,14,13,74,0,0,0
2016-04-19 0:00,7.6,85.8,17,52,14,9,73,0,0,0
2016-04-19 3:00,6.9,88.1,16,57,13,9,73,0,0,0
2016-04-19 6:00,6,92.3,15,60,12,9,76,0,0,0
2016-04-19 9:00,10.2,79,15,62,13,10,69,0,0,0
2016-04-19 12:00,14.2,48.3,17,47,15,13,54,0,0,0
2016-04-19 15:00,17.2,37.9,18,48,16,15,46,0,0,0
2016-04-19 18:00,13.5,61.8,17,58,15,11,64,0,0,0
2016-04-19 21:00,9.7,79.9,17,64,15,10,70,0,0,0
2016-04-20 0:00,8.7,90.6,17,63,14,11,68,0,0,0
2016-04-20 3:00,7.9,92.3,16,66,13,11,70,0,0,0
2016-04-20 6:00,7.2,92.3,16,68,14,10,80,0,0,0
2016-04-20 9:00,13.3,52.1,16,70,15,12,70,0,0,0
2016-04-20 12:00,17.7,50.9,17,75,14,18,39,0,0,0
2016-04-20 15:00,15.3,61.9,18,74,17,19,48,0,0,0
2016-04-20 18:00,13.1,92.3,19,70,17,15,56,0,0,0
2016-04-20 21:00,11.4,92.3,18,67,17,13,72,0,0,0
2016-04-21 0:00,10.4,92.3,17,70,16,12,76,0,0,0
2016-04-21 3:00,10.4,92.3,17,74,16,12,81,0,0,0
2016-04-21 6:00,10.4,92.3,17,71,16,12,81,0,0,0
2016-04-21 9:00,10.8,92.3,18,68,16,12,84,0,0,0
2016-04-21 12:00,13,92.3,20,64,18,13,80,0,0,0
2016-04-21 15:00,17,82.1,21,62,19,16,70,0,0,0
2016-04-21 18:00,14.8,87.8,18,66,16,17,67,0,0,0
2016-04-21 21:00,13,92.3,18,64,16,14,76,0,0,0
2016-04-22 0:00,12.4,92.3,17,61,16,13,79,0,0,0
2016-04-22 3:00,11.7,92.3,17,61,16,14,80,0,0,0
2016-04-22 6:00,10.8,92.3,16,59,16,13,80,0,0,0
2016-04-22 9:00,13.5,90.6,16,60,15,20,52,0,0,0
2016-04-22 12:00,20,73.5,18,58,15,23,46,0,0,0
2016-04-22 15:00,15.5,84.1,19,54,16,23,47,0,0,0
2016-04-22 18:00,12.1,92.3,19,20,16,13,76,0,0,0
2016-04-22 21:00,11.1,92.3,18,22,16,13,57,0,0,0
2016-04-23 0:00,9.6,92.3,18,27,16,12,77,0,0,0
2016-04-23 3:00,8.7,92.3,17,39,15,10,86,0,0,0
2016-04-23 6:00,8.5,92.3,16,45,14,9,80,0,0,0
2016-04-23 9:00,10.5,92.3,16,54,13,13,66,0,0,0
2016-04-23 12:00,14.9,75.4,17,42,15,14,63,0,0,0
2016-04-23 15:00,17.2,49,19,32,19,16,50,0,0,0
2016-04-23 18:00,14.6,46.9,22,30,17,16,22,0,0,0
2016-04-23 21:00,10.9,47.9,20,30,15,14,38,0,0,0
2016-04-24 0:00,6.8,73.5,18,34,15,13,41,0,0,0
2016-04-24 3:00,6.2,71.8,17,40,15,9,63,0,0,0
2016-04-24 6:00,5.4,83.1,16,44,14,8,72,0,0,0
2016-04-24 9:00,12.3,69,17,48,14,16,46,0,0,0
2016-04-24 12:00,17.3,33.1,19,40,17,18,42,0,0,0
2016-04-24 15:00,20.8,31.5,21,25,18,20,34,0,0,0
2016-04-24 18:00,18.3,36,22,10,20,17,26,0,0,0
2016-04-24 21:00,10.8,67.5,20,20,20,15,37,0,0,0
2016-04-25 0:00,8.1,80.6,20,22,18,12,54,0,0,0
2016-04-25 3:00,7.2,69.8,19,33,16,10,57,0,0,0
2016-04-25 6:00,7.5,67.5,18,40,16,9,67,0,0,0
2016-04-25 9:00,14.7,47.3,19,47,16,18,50,0,0,0
2016-04-25 12:00,20.4,30.3,20,40,18,20,36,0,0,0
2016-04-25 15:00,22.8,24.9,24,38,20,20,24,0,0,0
2016-04-25 18:00,18.4,26.2,24,37,20,19,10,0,0,0
2016-04-25 21:00,12.2,42.8,23,42,21,15,32,0,0,0
2016-04-26 0:00,10.2,52,22,50,18,15,29,0,0,0
2016-04-26 3:00,8.6,55.4,21,49,19,11,64,0,0,0
2016-04-26 6:00,8,61.5,21,47,19,10,61,0,0,0
2016-04-26 9:00,16.2,54.5,20,38,18,22,36,0,0,0
2016-04-26 12:00,23.7,33.1,20,37,18,22,32,0,0,0
2016-04-26 15:00,25.6,34.2,20,36,19,24,34,0,0,0
2016-04-26 18:00,21,56.6,20,48,19,23,37,0,0,0
2016-04-26 21:00,18,65.6,19,55,19,21,47,0,0,0
2016-04-27 0:00,15.8,72.9,19,52,18,18,61,0,0,0
2016-04-27 3:00,14.8,79.5,19,54,17,18,61,0,0,0
2016-04-27 6:00,16.5,47.8,18,50,17,19,43,0,0,0
2016-04-27 9:00,16.1,45.2,18,52,17,17,46,0,0,0
2016-04-27 12:00,16.6,48.9,19,42,19,17,44,0,0,0
2016-04-27 15:00,14.4,80.6,21,35,20,17,42,0,0,0
2016-04-27 18:00,12.2,88.1,23,31,21,15,64,0,0,0
2016-04-27 21:00,12.1,87.4,21,37,20,14,68,0,0,0
2016-04-28 0:00,11.4,91.9,18,52,16,15,60,0,0,0
2016-04-28 3:00,11.4,82.7,17,57,16,13,66,0,0,0
2016-04-28 6:00,10.3,85.5,17,58,16,13,62,0,0,0
2016-04-28 9:00,14.1,67.5,17,60,15,17,54,0,0,0
2016-04-28 12:00,18.9,45.5,20,50,19,18,46,0,0,0
2016-04-28 15:00,19.4,34.6,22,45,21,18,36,0,0,0
2016-04-28 18:00,17.5,42.3,22,47,20,19,38,0,0,0
2016-04-28 21:00,11.4,85.8,21,47,20,17,49,0,0,0
2016-04-29 0:00,9.9,91.8,18,54,17,12,74,0,0,0
2016-04-29 3:00,8.3,92.3,17,50,13,11,78,0,0,1
2016-04-29 6:00,7.4,92.3,16,56,11,11,76,0,0,0
2016-04-29 9:00,14.6,66.4,17,52,17,17,55,0,0,0
2016-04-29 12:00,18.2,46.1,20,41,19,21,39,0,0,0
2016-04-29 15:00,19.8,51.2,21,39,20,16,59,0,0,0
2016-04-29 18:00,17.1,60.9,21,38,18,18,56,0,0,0
2016-04-29 21:00,11.7,83.9,20,34,17,16,63,0,0,0
2016-04-30 0:00,10.2,92.3,21,60,17,12,74,0,0,0
2016-04-30 3:00,9.5,85.5,21,64,18,11,68,0,1,0
2016-04-30 6:00,11.2,64,20,62,16,10,78,0,0,0
2016-04-30 9:00,16.2,47.2,20,64,20,17,46,0,0,0
2016-04-30 12:00,20.1,39.8,24,53,22,22,30,0,0,0
2016-04-30 15:00,20.4,37.6,25,47,24,23,30,0,0,0
2016-04-30 18:00,16.9,48.1,23,68,21,17,38,0,0,0
2016-04-30 21:00,14.3,53,22,72,20,16,38,0,0,0
2016-05-01 0:00,14.4,47.2,21,75,19,15,42,0,0,0
2016-05-01 3:00,14.3,45.8,21,80,18,15,44,1,0,1
2016-05-01 6:00,14.6,41.9,21,82,19,15,43,0,0,0
2016-05-01 9:00,17.6,36.2,20,83,20,20,38,0,0,0
2016-05-01 12:00,22.1,27.7,19,64,18,22,18,0,0,0
2016-05-01 15:00,22.7,32.6,18,63,17,26,5,0,0,0
2016-05-01 18:00,20,42.9,17,60,17,23,37,0,0,0
2016-05-01 21:00,16.5,79.1,16,54,17,20,57,0,0,0
2016-05-02 0:00,17.1,79.8,21,60,17,18,72,0,0,0
2016-05-02 3:00,15.6,90.8,21,64,18,18,72,0,1,0
2016-05-02 6:00,13.5,92.3,20,62,16,16,70,0,0,0
2016-05-02 9:00,21.1,57.5,20,64,20,20,62,0,0,0
2016-05-02 12:00,26.5,45,24,53,22,27,42,0,0,0
2016-05-02 15:00,25,44,25,47,24,28,37,0,0,0
2016-05-02 18:00,18.8,90.6,23,68,21,20,78,0,0,0
2016-05-02 21:00,16.8,92.3,22,72,20,18,82,0,0,0
2016-05-03 0:00,16.7,92.3,21,75,19,18,77,0,0,0
2016-05-03 3:00,17.5,92.3,21,80,18,19,79,1,0,0
2016-05-03 6:00,17.5,92.3,21,82,19,19,84,0,0,0
2016-05-03 9:00,16.4,92.3,20,83,20,19,81,0,0,0
2016-05-03 12:00,11.4,92.3,19,64,18,15,78,0,0,0
2016-05-03 15:00,11.4,88.8,18,63,17,12,80,0,0,0
2016-05-03 18:00,10.7,79,17,60,17,12,71,0,0,0
2016-05-03 21:00,10.4,78,16,54,17,12,60,0,0,0
2016-05-04 0:00,11.4,67.5,16,52,16,13,54,0,0,0
2016-05-04 3:00,12.8,57.3,17,46,17,13,48,0,0,0
2016-05-04 6:00,13.2,55.5,18,40,17,15,40,0,0,0
2016-05-04 9:00,17.7,42.5,19,37,17,22,25,0,0,0
2016-05-04 12:00,20.8,24.1,22,22,20,23,10,0,0,0
2016-05-04 15:00,18.6,38.9,24,10,22,22,21,0,0,0
2016-05-04 18:00,17.2,33.9,22,25,20,19,33,0,0,0
2016-05-04 21:00,13.7,46.5,21,27,19,16,37,0,0,0
2016-05-05 0:00,10.7,84.7,20,32,18,16,32,0,0,0
2016-05-05 3:00,10.1,84.6,18,42,16,14,52,0,0,0
2016-05-05 6:00,8.1,92.3,17,48,15,10,76,0,0,0
2016-05-05 9:00,17,53,18,50,18,20,38,0,0,0
2016-05-05 12:00,23.3,36.2,21,42,20,23,32,0,0,0
2016-05-05 15:00,25.6,26,24,30,22,25,23,0,0,0
2016-05-05 18:00,22.9,53.4,25,22,22,26,26,0,0,0
2016-05-05 21:00,21.4,56.8,24,43,21,23,46,0,0,0
2016-05-06 0:00,18.2,74.9,23,48,20,20,58,0,0,0
2016-05-06 3:00,16.2,89.3,22,56,19,19,62,0,0,0
2016-05-06 6:00,17,89.4,22,62,19,19,71,0,0,0
2016-05-06 9:00,18.8,86.1,22,65,22,20,69,0,0,0
2016-05-06 12:00,20,84.6,23,67,21,22,69,0,0,0
2016-05-06 15:00,16.6,92.3,23,68,22,21,69,0,0,0
2016-05-06 18:00,13.4,92.3,23,70,21,20,76,0,0,0
2016-05-06 21:00,11.3,92.3,21,63,19,15,80,0,0,0
2016-05-07 0:00,10.2,92.3,18,64,19,12,78,0,0,0
2016-05-07 3:00,9.3,92.3,17,58,17,11,78,0,0,0
2016-05-07 6:00,8.6,92.3,17,54,16,10,78,0,0,0
2016-05-07 9:00,15.1,68.2,18,55,18,18,49,0,0,0
2016-05-07 12:00,19.6,35.4,21,42,20,21,37,0,0,0
2016-05-07 15:00,19.8,37.1,23,31,21,21,30,0,0,0
2016-05-07 18:00,16.5,51.6,23,32,21,20,34,0,0,0
2016-05-07 21:00,13.2,66.7,22,38,20,17,48,0,0,0
2016-05-08 0:00,10.9,87.3,20,44,19,15,62,0,0,0
2016-05-08 3:00,8.5,92.3,18,48,18,13,72,0,0,0
2016-05-08 6:00,8,92.3,18,56,18,11,80,0,0,0
2016-05-08 9:00,16,66,19,59,18,20,50,0,0,0
2016-05-08 12:00,23.1,32.7,22,47,21,23,35,0,0,0
2016-05-08 15:00,24.7,25.8,24,31,22,26,22,0,0,0
2016-05-08 18:00,20.7,40.7,25,32,23,22,37,0,0,0
2016-05-08 21:00,15.2,79.2,22,38,21,17,58,0,0,0
2016-05-09 0:00,13.7,78.4,22,51,21,17,70,0,0,0
2016-05-09 3:00,13.2,75,21,56,21,16,64,0,0,0
2016-05-09 6:00,11,92,20,57,20,15,78,0,0,0
2016-05-09 9:00,17,72.6,20,62,20,17,63,0,0,0
2016-05-09 12:00,21.5,31.6,22,54,22,22,39,0,0,0
2016-05-09 15:00,22.2,36.1,24,40,23,22,41,0,0,0
2016-05-09 18:00,17.5,57.7,23,40,21,19,49,0,0,0
2016-05-09 21:00,15.6,74.8,21,54,20,18,64,0,0,0
2016-05-10 0:00,14.8,79.7,21,52,21,17,65,0,0,0
2016-05-10 3:00,14.6,75.3,21,56,21,17,65,0,0,0
2016-05-10 6:00,12.1,87.7,21.3,56,20,17,69,0,0,0
2016-05-10 9:00,11.9,92.3,20,63,19,13,85,0,0,0
2016-05-10 12:00,13.6,92.3,20,68,20,14,82,0,0,0
2016-05-10 15:00,14.8,92.3,20,69,20,15,76,0,0,0
2016-05-10 18:00,14.3,88.4,20,60,19,15,64,0,0,0
2016-05-10 21:00,13,92.3,20,58,18,15,64,0,0,0
2016-05-11 0:00,12.4,92.3,20,57,19,15,65,0,0,0
2016-05-11 3:00,11.7,92.3,20,57,19,14,70,0,0,0
2016-05-11 6:00,9.7,92.3,20,58,19,13,71,0,0,0
2016-05-11 9:00,16.2,77.9,20,56,19,22,42,0,0,0
2016-05-11 12:00,19.4,62.7,22,51,20,19,49,0,0,0
2016-05-11 15:00,21.3,49.2,24,39,22,20,39,0,0,0
2016-05-11 18:00,17.8,64,22,42,22,17,54,0,0,0
2016-05-11 21:00,12.4,92.2,21,48,19,15,62,0,0,0
2016-05-12 0:00,11.2,92.3,21,56,20,15,73,0,0,0
2016-05-12 3:00,9.8,92.3,19,59,19,13,79,0,0,0
2016-05-12 6:00,11.8,82.7,19,61,19,13,78,0,0,0
2016-05-12 9:00,18,73.5,20,60,19,24,42,0,0,0
2016-05-12 12:00,20.9,59.3,23,52,20,25,36,0,0,0
2016-05-12 15:00,21.3,60.8,24,46,21,24,38,0,0,0
2016-05-12 18:00,19.6,69.4,23,50,22,20,54,0,0,0
2016-05-12 21:00,14.4,91.6,22,54,20,18,66,0,0,0
2016-05-13 0:00,13.3,92.3,20,63,20,15,78,0,0,0
2016-05-13 3:00,12.3,92.3,20,66,20,14,81,0,0,0
2016-05-13 6:00,11.7,92.3,19,65,19,14,78,0,0,0
2016-05-13 9:00,15,74.3,19,60,18,16,60,0,0,0
2016-05-13 12:00,17.6,57.2,21,48,18,18,46,0,0,0
2016-05-13 15:00,20.3,47.6,22,41,21,19,39,0,0,0
2016-05-13 18:00,19.5,44,22,30,21,19,32,0,0,0
2016-05-13 21:00,13.7,67.6,21,38,21,17,52,0,0,0
2016-05-14 0:00,11.9,83.9,21,48,20,16,69,0,0,0
2016-05-14 3:00,12.9,84.2,20,53,19,15,69,0,0,0
2016-05-14 6:00,11.6,92.3,20,58,19,15,67,0,0,0
2016-05-14 9:00,18.3,56.1,21,44,20,21,34,0,0,0
2016-05-14 12:00,22.4,35,22,34,20,23,30,0,0,0
2016-05-14 15:00,24,38.1,25,30,22,24,27,0,0,0
2016-05-14 18:00,21.3,51.6,24,42,23,19,58,0,0,0
2016-05-14 21:00,16.6,74.1,23,44,22,18,54,0,0,0
2016-05-15 0:00,14.2,88.6,22,49,22,17,68,0,0,0
2016-05-15 3:00,13.1,92.3,21,58,20,16,71,0,0,0
2016-05-15 6:00,12.9,92.3,21,62,20,16,78,0,0,0
2016-05-15 9:00,19.2,68.7,21,62,20,23,50,0,0,0
2016-05-15 12:00,23.1,51.1,24,50,22,25,39,0,0,0
2016-05-15 15:00,22.3,74.6,24,54,22,25,50,0,0,0
2016-05-15 18:00,16.7,92.3,24,80,23,21,81,0,0,0
2016-05-15 21:00,11.4,92.3,21,64,20,14,84,0,0,0
2016-05-16 0:00,10.9,92.3,18,68,19,13,83,0,0,0
2016-05-16 3:00,9.9,92.3,18,60,18,13,63,0,0,0
2016-05-16 6:00,10.4,92.3,18,60,18,12,79,0,0,0
2016-05-16 9:00,14.3,76.3,19,59,19,20,43,0,0,0
2016-05-16 12:00,18.4,48.5,21,44,20,20,37,0,0,0
2016-05-16 15:00,20.2,35.5,22,36,21,20,35,0,0,0
2016-05-16 18:00,17.9,56.9,23,29,22,21,27,0,0,0
2016-05-16 21:00,13.5,81.6,22,37,21,18,44,0,0,0
2016-05-17 0:00,12.7,83.5,20,51,18,14,70,0,0,0
2016-05-17 3:00,12.5,79.9,19,53,17,13,72,0,0,0
2016-05-17 6:00,9.1,92.3,18,56,17,13,74,0,0,0
2016-05-17 9:00,17.1,71.1,19,52,17,14,70,0,0,0
2016-05-17 12:00,23.1,47.4,21,47,19,18,62,0,0,0
2016-05-17 15:00,23.8,56.8,24,44,22,23,30,0,0,0
2016-05-17 18:00,22.3,64.2,25,44,23,20,56,0,0,0
2016-05-17 21:00,16.5,92.3,24,45,22,20,56,0,0,0
2016-05-18 0:00,13.2,92.3,22,55,20,16,77,0,0,0
2016-05-18 3:00,11.9,92.3,21,59,19,16,79,0,0,0
2016-05-18 6:00,11,92.3,20,63,18,14,82,0,0,0
2016-05-18 9:00,21,59,20,68,20,24,40,0,0,0
2016-05-18 12:00,24.9,33.8,24,42,21,24,36,0,0,0
2016-05-18 15:00,26.6,24.5,26,34,23,24,30,0,0,0
2016-05-18 18:00,23.8,46,26,31,25,25,29,0,0,0
2016-05-18 21:00,17,59.9,25,32,24,22,37,0,0,0
2016-05-19 0:00,14.6,64.8,24,38,21,19,61,0,0,0
2016-05-19 3:00,12.3,76.8,23,46,20,16,68,0,0,0
2016-05-19 6:00,11.9,83.1,22,53,18,15,75,0,0,0
2016-05-19 9:00,21.2,57.6,22,58,21,25,46,0,0,0
2016-05-19 12:00,27.4,32.7,24,42,22,26,42,0,0,0
2016-05-19 15:00,28.7,32,27,38,26,28,28,0,0,0
2016-05-19 18:00,25.4,38.9,28,33,25,28,27,0,0,0
2016-05-19 21:00,18.7,73.7,27,32,26,25,30,0,0,0
2016-05-20 0:00,17.1,74.2,25,46,21,19,62,0,0,0
2016-05-20 3:00,13.2,87.8,24,50,20,18,70,0,0,0
2016-05-20 6:00,12.3,92.3,23,56,19,17,73,0,0,0
2016-05-20 9:00,20.9,65.9,22.9,57,23,25,47,0,0,0
2016-05-20 12:00,26.9,40.6,25.4,46,25,28,32,0,0,0
2016-05-20 15:00,24.8,54.2,28,35,26,28,31,0,0,0
2016-05-20 18:00,23.4,55.2,27,40,24,22,50,0,0,0
